User_ID,Region,Cohort,Games_Played,Hours_Played,Days_Active,Active_Rate,Average_Games_Per_Day,Game_Age_Days,Payment_Method,Declines,Payouts,Checkouts,WMR_Automation_Flag,Offer_Taken,ReRepair_7D,ReRepair_30D,ReRepair_90D,Data_Refreshed_CSDW,Data_Refreshed_LENS
USR008459,USA,Ultimate,4,57.19,14,0.12,0.2857142857142857,461,Gift Card,2,190.06,17,Yes,Yes,0,0,0,5PM,8AM
USR008460,Brazil,Ultimate,61,60.83,7,0.12,8.714285714285714,750,PayPal,4,161.94,3,Yes,Yes,0,6,4,5PM,8AM
USR008461,USA,Past_Offers_2,42,167.42,9,0.84,4.666666666666667,224,Credit Card,0,91.45,15,No,Yes,0,1,14,5PM,8AM
USR008462,USA,PCGP_3F1,59,6.64,4,0.9,14.75,541,Crypto,3,27.95,1,Yes,Yes,2,1,3,5PM,8AM
USR008463,USA,PCGP_3F1,83,186.23,1,0.78,83.0,585,PayPal,1,468.81,6,Yes,Yes,2,5,0,5PM,8AM
USR008464,Mexico,Ultimate,54,132.41,18,0.84,3.0,900,PayPal,0,189.25,3,Yes,No,1,4,8,5PM,8AM
USR008465,USA,PCGP_3F1,59,85.01,2,0.77,29.5,657,Crypto,0,490.95,10,Yes,Yes,3,0,3,5PM,8AM
USR008466,Mexico,Past_Offers_1,39,125.81,10,0.21,3.9,948,Gift Card,0,268.37,12,Yes,No,0,1,6,5PM,8AM
USR008467,Mexico,Ultimate,20,81.0,11,0.44,1.8181818181818181,859,Credit Card,0,132.92,17,Yes,No,3,3,11,5PM,8AM
USR008468,Mexico,Past_Offers_2,65,124.24,25,0.83,2.6,309,Gift Card,1,141.19,4,Yes,No,2,5,2,5PM,8AM
USR008469,Canada,Ultimate,82,162.14,9,1.0,9.11111111111111,203,PayPal,1,41.17,13,Yes,No,0,8,2,5PM,8AM
USR008470,Canada,Ultimate,17,24.69,27,0.27,0.6296296296296297,592,Crypto,3,59.79,15,Yes,Yes,1,7,1,5PM,8AM
USR008471,Mexico,Ultimate,47,140.03,11,0.7,4.2727272727272725,315,Gift Card,2,96.82,16,Yes,Yes,4,8,3,5PM,8AM
USR008472,Mexico,Past_Offers_1,56,15.12,25,0.65,2.24,494,Gift Card,2,275.0,11,Yes,Yes,0,1,3,5PM,8AM
USR008473,ROLA,Past_Offers_2,52,141.08,7,0.33,7.428571428571429,241,Debit Card,0,23.76,2,No,Yes,3,9,6,5PM,8AM
USR008474,Mexico,Past_Offers_2,5,186.25,8,0.5,0.625,428,Credit Card,3,419.51,15,No,No,2,3,6,5PM,8AM
USR008475,ROLA,Ultimate,76,149.6,25,0.13,3.04,496,Gift Card,0,82.05,12,Yes,Yes,1,2,14,5PM,8AM
USR008476,ROLA,PCGP_3F1,25,28.02,9,0.14,2.7777777777777777,903,Gift Card,2,330.21,13,Yes,Yes,4,4,6,5PM,8AM
USR008477,USA,Past_Offers_1,92,169.04,21,0.32,4.380952380952381,716,Debit Card,4,418.67,15,No,No,0,8,7,5PM,8AM
USR008478,ROLA,Past_Offers_2,35,176.24,28,0.17,1.25,622,Credit Card,2,451.55,11,No,Yes,4,3,9,5PM,8AM
USR008479,USA,Past_Offers_1,58,117.18,10,0.53,5.8,65,Crypto,2,385.7,2,No,No,1,3,12,5PM,8AM
USR008480,USA,Past_Offers_2,77,67.94,8,0.55,9.625,413,Crypto,0,277.92,3,No,No,2,9,10,5PM,8AM
USR008481,ROLA,PCGP_3F1,22,198.63,31,0.52,0.7096774193548387,806,PayPal,0,299.94,11,Yes,No,3,3,5,5PM,8AM
USR008482,Canada,Past_Offers_1,47,137.04,1,0.18,47.0,829,Gift Card,1,240.37,1,Yes,Yes,0,9,2,5PM,8AM
USR008483,Canada,Ultimate,46,194.47,10,0.31,4.6,611,Crypto,0,326.85,11,No,No,2,2,13,5PM,8AM
USR008484,ROLA,Past_Offers_1,11,104.71,24,0.29,0.4583333333333333,538,Crypto,1,333.57,15,No,Yes,3,8,0,5PM,8AM
USR008485,Brazil,PCGP_3F1,88,48.47,19,0.32,4.631578947368421,354,Gift Card,3,201.01,7,Yes,Yes,0,8,8,5PM,8AM
USR008486,Canada,Past_Offers_1,61,196.9,26,0.83,2.3461538461538463,950,Credit Card,0,475.38,7,Yes,No,1,3,10,5PM,8AM
USR008487,Brazil,Past_Offers_2,99,82.48,1,0.72,99.0,829,PayPal,3,38.12,6,Yes,Yes,3,9,8,5PM,8AM
USR008488,Canada,PCGP_3F1,56,102.3,30,0.63,1.8666666666666667,64,Crypto,4,448.65,18,No,Yes,3,5,9,5PM,8AM
USR008489,USA,Past_Offers_2,33,54.08,14,0.32,2.357142857142857,630,Debit Card,2,212.36,17,No,No,3,1,14,5PM,8AM
USR008490,Brazil,Ultimate,90,143.01,13,0.6,6.923076923076923,316,Gift Card,0,278.43,18,Yes,No,1,3,7,5PM,8AM
USR008491,Brazil,PCGP_3F1,50,128.76,15,0.45,3.3333333333333335,608,PayPal,0,237.32,14,Yes,No,0,9,9,5PM,8AM
USR008492,USA,Past_Offers_1,34,21.54,31,0.56,1.096774193548387,798,PayPal,0,57.05,17,Yes,Yes,1,7,8,5PM,8AM
USR008493,Canada,Ultimate,89,196.68,24,0.29,3.7083333333333335,940,Gift Card,1,483.2,8,No,Yes,1,0,2,5PM,8AM
USR008494,Brazil,Ultimate,45,173.33,24,0.35,1.875,41,Debit Card,1,133.82,6,Yes,No,1,1,14,5PM,8AM
USR008495,USA,Ultimate,7,128.26,10,0.5,0.7,463,PayPal,4,438.62,14,Yes,Yes,2,8,4,5PM,8AM
USR008496,Canada,PCGP_3F1,32,36.43,8,0.63,4.0,438,Crypto,0,460.66,14,No,Yes,1,2,10,5PM,8AM
USR008497,Mexico,Past_Offers_2,7,36.01,6,0.27,1.1666666666666667,360,Credit Card,3,293.88,12,Yes,Yes,4,9,13,5PM,8AM
USR008498,Canada,Ultimate,87,32.3,5,0.12,17.4,845,Credit Card,0,177.26,3,Yes,Yes,2,5,5,5PM,8AM
USR008499,Canada,Ultimate,1,198.72,31,0.43,0.03225806451612903,263,Credit Card,4,331.27,16,Yes,No,4,1,1,5PM,8AM
USR008500,Mexico,Past_Offers_2,76,86.82,14,0.91,5.428571428571429,298,Crypto,1,48.32,14,Yes,No,4,9,14,5PM,8AM
USR008501,Mexico,Past_Offers_2,23,91.41,26,0.45,0.8846153846153846,518,Debit Card,3,345.88,16,No,No,3,6,9,5PM,8AM
USR008502,ROLA,PCGP_3F1,27,151.86,12,0.44,2.25,176,Crypto,1,90.21,12,Yes,Yes,0,7,12,5PM,8AM
USR008503,Mexico,Ultimate,27,63.02,12,0.7,2.25,702,Credit Card,2,94.73,14,Yes,No,0,2,5,5PM,8AM
USR008504,Canada,Past_Offers_2,80,173.11,13,0.69,6.153846153846154,702,PayPal,0,194.72,14,No,No,2,3,0,5PM,8AM
USR008505,Canada,Ultimate,53,119.04,27,0.98,1.962962962962963,966,PayPal,2,260.79,16,No,No,4,5,9,5PM,8AM
USR008506,Brazil,Past_Offers_1,91,78.89,19,0.45,4.7894736842105265,627,Gift Card,0,395.53,13,Yes,Yes,3,2,4,5PM,8AM
USR008507,Canada,Past_Offers_1,45,106.97,10,0.97,4.5,245,Crypto,0,451.93,16,Yes,No,3,2,14,5PM,8AM
USR008508,ROLA,Past_Offers_2,34,28.67,30,0.91,1.1333333333333333,112,Debit Card,1,328.67,18,No,No,4,9,13,5PM,8AM
USR008509,Brazil,PCGP_3F1,45,53.9,17,0.67,2.6470588235294117,78,Gift Card,0,293.86,12,No,Yes,2,4,3,5PM,8AM
USR008510,Canada,Ultimate,1,152.1,28,0.76,0.03571428571428571,91,Debit Card,2,138.89,7,Yes,No,2,9,6,5PM,8AM
USR008511,Mexico,PCGP_3F1,91,181.82,29,0.59,3.1379310344827585,499,Crypto,1,122.05,10,No,No,4,8,1,5PM,8AM
USR008512,USA,Past_Offers_2,78,108.69,1,0.58,78.0,607,PayPal,2,74.86,8,No,Yes,0,0,0,5PM,8AM
USR008513,USA,Ultimate,18,116.32,11,0.66,1.6363636363636365,443,PayPal,0,245.47,1,Yes,No,1,3,14,5PM,8AM
USR008514,Brazil,PCGP_3F1,95,6.32,14,0.21,6.785714285714286,424,PayPal,1,130.86,3,Yes,No,1,9,13,5PM,8AM
USR008515,Mexico,Ultimate,44,104.6,11,0.25,4.0,276,Debit Card,2,65.09,5,No,No,4,2,14,5PM,8AM
USR008516,USA,Past_Offers_2,87,157.22,28,0.65,3.107142857142857,979,Credit Card,1,375.59,3,No,Yes,0,5,9,5PM,8AM
USR008517,Canada,Ultimate,32,65.04,18,0.75,1.7777777777777777,742,Crypto,3,486.73,14,No,Yes,3,5,10,5PM,8AM
USR008518,Brazil,Past_Offers_1,24,1.28,17,0.73,1.411764705882353,189,PayPal,3,81.53,11,Yes,No,2,8,8,5PM,8AM
USR008519,Mexico,Past_Offers_1,77,43.83,5,0.74,15.4,769,Debit Card,1,210.21,9,Yes,Yes,4,4,14,5PM,8AM
USR008520,Canada,PCGP_3F1,65,29.9,29,0.35,2.2413793103448274,237,PayPal,4,254.29,5,Yes,Yes,2,4,1,5PM,8AM
USR008521,Canada,Ultimate,46,140.86,29,0.83,1.5862068965517242,227,Debit Card,2,188.13,4,Yes,Yes,1,1,6,5PM,8AM
USR008522,USA,Past_Offers_1,83,105.8,11,0.86,7.545454545454546,136,PayPal,1,338.81,4,No,Yes,3,0,13,5PM,8AM
USR008523,ROLA,Ultimate,27,10.07,25,0.89,1.08,756,Gift Card,1,347.76,4,Yes,Yes,4,5,12,5PM,8AM
USR008524,Canada,Past_Offers_2,15,156.61,2,0.53,7.5,744,Credit Card,1,404.03,11,Yes,Yes,2,0,6,5PM,8AM
USR008525,Brazil,Past_Offers_2,10,64.0,6,0.81,1.6666666666666667,910,PayPal,0,284.25,19,Yes,Yes,1,5,8,5PM,8AM
USR008526,Canada,PCGP_3F1,32,64.24,27,0.48,1.1851851851851851,800,PayPal,4,448.01,19,Yes,No,0,1,12,5PM,8AM
USR008527,Mexico,Past_Offers_2,42,159.91,22,0.37,1.9090909090909092,728,Crypto,4,362.41,7,Yes,No,2,1,0,5PM,8AM
USR008528,Mexico,Past_Offers_2,75,176.72,26,0.91,2.8846153846153846,612,Crypto,0,178.73,8,No,Yes,4,0,4,5PM,8AM
USR008529,Mexico,PCGP_3F1,15,78.28,12,0.34,1.25,258,Gift Card,1,468.17,4,No,No,4,9,13,5PM,8AM
USR008530,Canada,Past_Offers_1,87,14.86,23,0.78,3.782608695652174,437,Crypto,0,123.16,13,Yes,No,2,5,13,5PM,8AM
USR008531,ROLA,PCGP_3F1,10,132.43,22,0.54,0.45454545454545453,616,PayPal,0,206.28,7,Yes,No,0,7,7,5PM,8AM
USR008532,ROLA,Past_Offers_1,84,192.07,23,0.33,3.652173913043478,48,Credit Card,0,11.19,10,Yes,Yes,3,7,3,5PM,8AM
USR008533,Canada,Past_Offers_1,26,11.61,26,0.37,1.0,489,Credit Card,3,219.53,7,No,No,0,4,0,5PM,8AM
USR008534,USA,Past_Offers_1,56,17.2,26,0.47,2.1538461538461537,968,PayPal,0,249.84,15,Yes,Yes,2,0,0,5PM,8AM
USR008535,Mexico,Past_Offers_1,80,116.32,16,0.32,5.0,672,Credit Card,2,336.75,5,Yes,No,0,4,7,5PM,8AM
USR008536,USA,Past_Offers_2,93,88.91,7,0.81,13.285714285714286,539,Gift Card,0,314.04,4,Yes,Yes,3,5,5,5PM,8AM
USR008537,Brazil,Ultimate,15,141.95,13,0.64,1.1538461538461537,945,Gift Card,0,89.3,7,Yes,No,2,4,12,5PM,8AM
USR008538,ROLA,PCGP_3F1,71,78.34,3,0.47,23.666666666666668,371,Credit Card,3,320.25,2,Yes,Yes,2,7,7,5PM,8AM
USR008539,Brazil,Past_Offers_1,65,164.9,20,0.77,3.25,800,Debit Card,1,106.19,16,Yes,Yes,0,9,2,5PM,8AM
USR008540,ROLA,PCGP_3F1,65,139.66,31,0.61,2.096774193548387,149,Crypto,3,296.46,18,Yes,Yes,1,4,5,5PM,8AM
USR008541,Canada,Ultimate,51,29.56,7,0.34,7.285714285714286,462,Gift Card,4,260.31,13,Yes,Yes,3,9,13,5PM,8AM
USR008542,Brazil,Past_Offers_2,89,187.48,28,0.36,3.1785714285714284,33,Gift Card,1,251.17,12,Yes,Yes,4,9,14,5PM,8AM
USR008543,Brazil,Past_Offers_2,95,80.09,31,0.76,3.064516129032258,49,Crypto,3,262.53,2,Yes,No,4,8,7,5PM,8AM
USR008544,Canada,Ultimate,63,182.26,15,0.99,4.2,277,Crypto,0,288.63,8,Yes,No,0,4,9,5PM,8AM
USR008545,Brazil,Ultimate,19,50.86,14,0.55,1.3571428571428572,361,Debit Card,2,227.04,16,Yes,Yes,4,5,9,5PM,8AM
USR008546,Brazil,PCGP_3F1,46,13.29,5,0.48,9.2,80,Crypto,4,485.66,10,Yes,No,3,1,4,5PM,8AM
USR008547,ROLA,Past_Offers_1,34,126.96,24,0.85,1.4166666666666667,215,Crypto,2,411.97,12,No,No,4,5,10,5PM,8AM
USR008548,Canada,Ultimate,26,103.96,30,0.25,0.8666666666666667,722,Crypto,0,113.72,2,Yes,Yes,4,1,10,5PM,8AM
USR008549,Brazil,PCGP_3F1,84,195.29,29,0.42,2.896551724137931,717,Debit Card,3,312.76,10,No,Yes,4,4,1,5PM,8AM
USR008550,Mexico,Ultimate,73,124.5,4,0.17,18.25,198,PayPal,0,131.52,1,Yes,No,2,5,3,5PM,8AM
USR008551,ROLA,Past_Offers_1,61,64.18,20,0.23,3.05,101,Gift Card,2,255.22,8,Yes,Yes,3,1,14,5PM,8AM
USR008552,ROLA,PCGP_3F1,21,72.62,9,0.48,2.3333333333333335,412,Credit Card,4,445.25,16,Yes,No,4,7,6,5PM,8AM
USR008553,Brazil,Ultimate,44,117.83,16,0.97,2.75,206,Debit Card,0,162.43,13,Yes,No,2,2,8,5PM,8AM
USR008554,ROLA,Past_Offers_1,96,189.74,9,0.23,10.666666666666666,478,Debit Card,3,320.78,8,Yes,No,3,2,0,5PM,8AM
USR008555,Brazil,PCGP_3F1,33,151.37,24,0.83,1.375,707,Debit Card,3,350.03,8,Yes,Yes,0,2,4,5PM,8AM
USR008556,ROLA,Past_Offers_2,25,106.66,6,0.58,4.166666666666667,237,Credit Card,3,459.41,1,No,Yes,1,9,14,5PM,8AM
USR008557,Mexico,Past_Offers_2,62,155.44,8,0.17,7.75,970,Debit Card,1,189.24,3,Yes,No,3,1,3,5PM,8AM
USR008558,Mexico,PCGP_3F1,13,109.67,23,0.69,0.5652173913043478,560,Credit Card,2,399.78,5,Yes,No,0,0,10,5PM,8AM
USR008559,ROLA,Ultimate,46,16.27,28,0.77,1.6428571428571428,766,Debit Card,3,251.35,2,Yes,No,1,0,8,5PM,8AM
USR008560,Brazil,Ultimate,85,122.48,8,0.29,10.625,844,Gift Card,4,392.84,15,Yes,Yes,1,5,2,5PM,8AM
USR008561,Mexico,Past_Offers_2,85,60.64,29,0.51,2.9310344827586206,900,PayPal,3,290.49,5,Yes,Yes,3,5,4,5PM,8AM
USR008562,Mexico,Past_Offers_1,79,172.37,25,0.26,3.16,773,Credit Card,3,20.89,7,Yes,No,3,4,13,5PM,8AM
USR008563,Mexico,Ultimate,20,92.49,10,0.81,2.0,259,Credit Card,1,155.22,12,Yes,Yes,0,1,8,5PM,8AM
USR008564,Canada,Past_Offers_2,4,4.23,30,0.21,0.13333333333333333,835,Crypto,1,91.85,13,Yes,Yes,4,4,4,5PM,8AM
USR008565,ROLA,PCGP_3F1,67,40.49,8,0.93,8.375,818,Debit Card,0,151.69,1,Yes,No,3,2,7,5PM,8AM
USR008566,USA,PCGP_3F1,11,145.47,3,0.59,3.6666666666666665,995,Crypto,4,113.83,1,No,Yes,3,9,1,5PM,8AM
USR008567,Brazil,Past_Offers_2,15,196.43,2,0.55,7.5,992,Crypto,3,376.6,1,Yes,Yes,3,3,1,5PM,8AM
USR008568,USA,Past_Offers_1,75,194.06,25,0.43,3.0,391,PayPal,2,214.48,2,Yes,Yes,0,0,12,5PM,8AM
USR008569,USA,Past_Offers_1,17,103.23,3,0.82,5.666666666666667,104,Debit Card,4,128.81,8,No,No,2,3,12,5PM,8AM
USR008570,Brazil,Past_Offers_2,62,170.69,18,0.92,3.4444444444444446,32,PayPal,3,499.19,14,Yes,Yes,0,4,9,5PM,8AM
USR008571,Mexico,Past_Offers_1,98,86.4,18,0.92,5.444444444444445,911,Crypto,0,462.58,17,No,Yes,1,8,1,5PM,8AM
USR008572,Mexico,Ultimate,81,173.04,7,0.2,11.571428571428571,687,Credit Card,3,295.09,18,Yes,Yes,0,7,8,5PM,8AM
USR008573,Canada,Ultimate,46,189.7,9,1.0,5.111111111111111,217,Gift Card,4,274.36,4,Yes,Yes,3,2,5,5PM,8AM
USR008574,USA,Ultimate,76,141.86,31,0.94,2.4516129032258065,679,PayPal,2,260.6,7,Yes,Yes,4,8,9,5PM,8AM
USR008575,Brazil,Ultimate,87,175.34,7,0.55,12.428571428571429,845,PayPal,4,319.4,5,Yes,No,0,2,11,5PM,8AM
USR008576,ROLA,PCGP_3F1,23,149.81,23,0.89,1.0,100,Debit Card,1,66.45,3,Yes,Yes,1,2,13,5PM,8AM
USR008577,Mexico,PCGP_3F1,30,3.95,22,0.16,1.3636363636363635,833,Debit Card,1,159.07,4,Yes,No,1,1,7,5PM,8AM
USR008578,Canada,Past_Offers_2,1,181.3,26,0.62,0.038461538461538464,344,Gift Card,1,229.62,8,Yes,Yes,3,1,14,5PM,8AM
USR008579,USA,Past_Offers_2,38,30.8,23,0.2,1.6521739130434783,378,Debit Card,0,148.25,16,Yes,Yes,1,6,10,5PM,8AM
USR008580,Mexico,PCGP_3F1,34,41.17,1,0.91,34.0,577,PayPal,3,277.82,5,No,No,3,4,9,5PM,8AM
USR008581,Mexico,Past_Offers_2,54,111.15,9,0.28,6.0,228,Debit Card,3,153.72,2,Yes,No,2,7,8,5PM,8AM
USR008582,USA,Past_Offers_2,69,137.54,16,0.33,4.3125,969,Gift Card,3,101.33,18,Yes,Yes,1,3,3,5PM,8AM
USR008583,Mexico,Ultimate,80,75.13,12,0.85,6.666666666666667,131,Credit Card,4,227.88,17,Yes,No,4,6,11,5PM,8AM
USR008584,Brazil,Past_Offers_2,74,35.89,24,0.36,3.0833333333333335,31,Debit Card,2,374.68,14,Yes,Yes,3,3,5,5PM,8AM
USR008585,Brazil,Ultimate,70,106.22,24,0.31,2.9166666666666665,250,Debit Card,1,182.6,11,Yes,No,1,0,9,5PM,8AM
USR008586,Canada,Past_Offers_1,32,49.75,28,0.38,1.1428571428571428,716,Gift Card,1,391.49,14,Yes,Yes,2,6,9,5PM,8AM
USR008587,Brazil,PCGP_3F1,4,62.61,15,0.27,0.26666666666666666,556,Gift Card,0,231.95,14,Yes,Yes,3,8,10,5PM,8AM
USR008588,Mexico,PCGP_3F1,7,6.36,19,0.17,0.3684210526315789,836,Crypto,3,78.08,16,Yes,No,4,8,12,5PM,8AM
USR008589,Canada,PCGP_3F1,25,149.61,9,0.65,2.7777777777777777,417,Debit Card,1,202.87,12,Yes,No,3,5,7,5PM,8AM
USR008590,Brazil,Past_Offers_2,28,128.05,15,0.88,1.8666666666666667,331,Debit Card,3,125.13,12,Yes,No,4,9,0,5PM,8AM
USR008591,Brazil,Past_Offers_2,10,151.81,23,0.32,0.43478260869565216,165,Debit Card,0,133.78,9,No,Yes,4,4,1,5PM,8AM
USR008592,Canada,PCGP_3F1,64,132.63,6,0.85,10.666666666666666,341,Gift Card,1,139.4,17,Yes,No,4,8,4,5PM,8AM
USR008593,ROLA,Past_Offers_1,52,43.81,31,0.3,1.6774193548387097,522,Crypto,0,232.45,1,Yes,Yes,4,2,5,5PM,8AM
USR008594,Canada,PCGP_3F1,40,89.55,8,0.89,5.0,178,Gift Card,2,360.03,9,No,Yes,2,6,5,5PM,8AM
USR008595,Brazil,Past_Offers_2,11,171.02,13,0.29,0.8461538461538461,467,Crypto,4,323.57,8,Yes,No,1,3,3,5PM,8AM
USR008596,USA,Past_Offers_2,33,168.82,2,0.14,16.5,697,Crypto,3,89.76,1,No,Yes,2,1,5,5PM,8AM
USR008597,Mexico,Past_Offers_1,58,147.97,22,0.99,2.6363636363636362,948,PayPal,1,31.03,5,Yes,Yes,4,5,9,5PM,8AM
USR008598,Canada,Ultimate,47,24.44,9,0.95,5.222222222222222,196,Gift Card,1,386.63,5,No,Yes,4,1,0,5PM,8AM
USR008599,USA,Past_Offers_1,45,170.22,15,0.4,3.0,699,Crypto,4,324.59,18,No,No,2,5,6,5PM,8AM
USR008600,Brazil,PCGP_3F1,3,183.28,21,0.88,0.14285714285714285,45,Gift Card,1,492.06,10,Yes,Yes,3,7,1,5PM,8AM
USR008601,Mexico,Ultimate,4,100.79,25,0.49,0.16,530,Gift Card,2,186.75,5,Yes,Yes,3,3,6,5PM,8AM
USR008602,Brazil,PCGP_3F1,80,133.5,3,0.31,26.666666666666668,211,Crypto,1,237.6,2,Yes,Yes,4,7,6,5PM,8AM
USR008603,ROLA,Past_Offers_2,37,184.64,24,0.2,1.5416666666666667,377,Credit Card,3,53.14,2,Yes,Yes,2,3,5,5PM,8AM
USR008604,ROLA,PCGP_3F1,10,55.41,18,0.5,0.5555555555555556,99,PayPal,4,376.94,9,Yes,Yes,0,8,8,5PM,8AM
USR008605,Mexico,Past_Offers_1,24,55.36,31,0.46,0.7741935483870968,815,PayPal,2,81.79,10,Yes,No,1,8,3,5PM,8AM
USR008606,USA,Past_Offers_1,35,65.42,16,0.83,2.1875,210,Debit Card,0,191.49,19,No,Yes,4,8,1,5PM,8AM
USR008607,Canada,Past_Offers_2,1,53.26,18,0.23,0.05555555555555555,891,Gift Card,2,472.31,10,Yes,No,4,9,6,5PM,8AM
USR008608,Canada,Past_Offers_1,84,128.23,16,0.74,5.25,375,Debit Card,1,459.17,11,Yes,No,0,3,10,5PM,8AM
USR008609,Canada,Past_Offers_1,10,116.94,13,0.81,0.7692307692307693,948,Debit Card,2,141.94,16,No,Yes,1,8,2,5PM,8AM
USR008610,Mexico,PCGP_3F1,2,163.68,9,0.59,0.2222222222222222,987,Gift Card,3,227.89,19,Yes,Yes,1,5,11,5PM,8AM
USR008611,Brazil,Past_Offers_2,48,82.9,30,0.31,1.6,600,Gift Card,0,317.38,1,Yes,No,2,2,4,5PM,8AM
USR008612,Brazil,Past_Offers_1,97,178.78,17,0.33,5.705882352941177,398,Crypto,1,493.62,7,Yes,Yes,1,6,14,5PM,8AM
USR008613,ROLA,Past_Offers_2,92,99.25,10,0.52,9.2,821,Credit Card,4,227.28,12,Yes,Yes,2,9,10,5PM,8AM
USR008614,Brazil,PCGP_3F1,99,91.91,12,0.95,8.25,904,Debit Card,0,470.97,12,No,Yes,2,1,6,5PM,8AM
USR008615,Mexico,Past_Offers_2,73,189.53,2,0.58,36.5,869,Debit Card,0,279.83,2,Yes,No,3,6,3,5PM,8AM
USR008616,ROLA,Ultimate,46,93.4,30,0.94,1.5333333333333334,959,Gift Card,4,492.21,6,Yes,Yes,3,2,3,5PM,8AM
USR008617,ROLA,Ultimate,98,100.64,21,0.81,4.666666666666667,252,Crypto,0,159.01,1,Yes,No,4,3,4,5PM,8AM
USR008618,USA,PCGP_3F1,71,199.72,31,0.22,2.2903225806451615,684,Crypto,0,202.46,13,Yes,Yes,1,9,5,5PM,8AM
USR008619,Brazil,PCGP_3F1,27,2.92,2,0.85,13.5,740,Crypto,3,174.7,7,Yes,Yes,1,1,10,5PM,8AM
USR008620,ROLA,Past_Offers_2,48,174.48,30,0.56,1.6,165,Credit Card,4,235.57,6,No,No,1,8,14,5PM,8AM
USR008621,Mexico,PCGP_3F1,15,34.07,8,0.8,1.875,225,Credit Card,2,331.32,13,Yes,Yes,4,2,4,5PM,8AM
USR008622,ROLA,Past_Offers_1,72,44.12,20,0.51,3.6,212,Gift Card,1,256.19,17,Yes,No,1,6,11,5PM,8AM
USR008623,Brazil,PCGP_3F1,26,194.34,14,0.42,1.8571428571428572,237,PayPal,4,412.47,9,Yes,No,4,0,6,5PM,8AM
USR008624,Canada,Past_Offers_2,26,186.6,29,0.71,0.896551724137931,73,Crypto,2,131.18,13,No,No,1,9,12,5PM,8AM
USR008625,Canada,PCGP_3F1,27,82.29,25,0.89,1.08,82,Crypto,2,114.11,17,Yes,Yes,2,3,5,5PM,8AM
USR008626,USA,Past_Offers_1,8,86.33,16,0.39,0.5,182,Crypto,2,206.88,2,Yes,Yes,1,3,9,5PM,8AM
USR008627,Mexico,Past_Offers_1,58,74.07,13,0.87,4.461538461538462,206,Debit Card,3,150.79,17,No,No,0,2,13,5PM,8AM
USR008628,Canada,Ultimate,58,191.02,10,0.44,5.8,984,PayPal,4,465.75,9,Yes,No,3,6,0,5PM,8AM
USR008629,Canada,Past_Offers_1,12,141.51,1,0.87,12.0,344,Credit Card,0,238.03,1,Yes,No,2,5,6,5PM,8AM
USR008630,USA,PCGP_3F1,97,151.85,20,0.49,4.85,946,Debit Card,2,377.33,4,Yes,Yes,1,2,14,5PM,8AM
USR008631,ROLA,Past_Offers_2,34,57.03,14,0.46,2.4285714285714284,973,Crypto,1,229.07,15,No,No,0,2,9,5PM,8AM
USR008632,Mexico,Past_Offers_1,80,92.93,26,0.55,3.076923076923077,453,Credit Card,1,277.31,4,Yes,No,0,8,1,5PM,8AM
USR008633,Mexico,PCGP_3F1,90,149.96,29,0.31,3.103448275862069,901,Crypto,0,428.57,4,No,No,3,5,0,5PM,8AM
USR008634,Canada,PCGP_3F1,63,114.18,23,0.17,2.739130434782609,882,Crypto,0,498.27,5,No,No,1,5,10,5PM,8AM
USR008635,Mexico,Past_Offers_1,69,85.51,2,0.27,34.5,386,Gift Card,1,61.46,16,Yes,Yes,2,6,5,5PM,8AM
USR008636,Brazil,Past_Offers_1,53,145.02,17,0.5,3.1176470588235294,949,Gift Card,1,422.63,18,Yes,Yes,4,0,0,5PM,8AM
USR008637,USA,Past_Offers_1,51,24.87,14,0.89,3.642857142857143,607,PayPal,2,468.7,15,Yes,Yes,0,3,12,5PM,8AM
USR008638,USA,PCGP_3F1,75,142.97,1,0.27,75.0,551,Crypto,1,345.57,10,Yes,No,0,6,1,5PM,8AM
USR008639,ROLA,Past_Offers_1,77,185.4,4,0.33,19.25,827,Gift Card,1,350.8,8,Yes,No,4,6,14,5PM,8AM
USR008640,Brazil,Past_Offers_1,52,117.01,12,0.31,4.333333333333333,970,Debit Card,4,105.62,11,No,Yes,0,0,1,5PM,8AM
USR008641,ROLA,Past_Offers_1,45,86.19,14,0.29,3.2142857142857144,729,PayPal,0,400.65,11,No,No,3,4,12,5PM,8AM
USR008642,Mexico,Past_Offers_2,64,149.48,28,0.81,2.2857142857142856,225,Crypto,0,415.0,18,No,Yes,3,9,9,5PM,8AM
USR008643,Brazil,Past_Offers_2,3,192.22,6,0.25,0.5,490,PayPal,4,14.46,12,No,Yes,0,9,4,5PM,8AM
USR008644,Brazil,Past_Offers_2,58,70.82,25,0.97,2.32,289,Credit Card,0,288.78,1,Yes,No,1,8,14,5PM,8AM
USR008645,Brazil,Past_Offers_1,51,153.44,23,0.12,2.217391304347826,839,Gift Card,2,405.32,10,No,Yes,4,4,13,5PM,8AM
USR008646,Canada,Ultimate,66,34.2,18,0.49,3.6666666666666665,905,Gift Card,0,118.84,1,Yes,Yes,4,9,8,5PM,8AM
USR008647,ROLA,Ultimate,75,131.98,18,0.84,4.166666666666667,877,Credit Card,2,296.74,8,Yes,Yes,3,9,0,5PM,8AM
USR008648,Mexico,PCGP_3F1,10,120.32,31,0.75,0.3225806451612903,310,Gift Card,2,71.8,6,Yes,Yes,3,1,5,5PM,8AM
